俊;jun4|zun4
写字板;xie3 zi4 ban3
写字楼;xie3 zi4 lou2
写字台;xie3 zi4 tai2
写完;xie3 wan2
写实;xie3 shi2
写意;xie3 yi4|xie4 yi4
写意画;xie3 yi4 hua4
写手;xie3 shou3
写死;xie3 si3
写法;xie3 fa3
写照;xie3 zhao4
写生;xie3 sheng1
写真;xie3 zhen1
写真集;xie3 zhen1 ji2
宽;kuan1
宽亮;kuan1 liang4
宽以待人;kuan1 yi3 dai4 ren2
宽假;kuan1 jia3
宽免;kuan1 mian3
宽厚;kuan1 hou4
宽口;kuan1 kou3
宽城;kuan1 cheng2
宽城区;kuan1 cheng2 qu1
宽城满族自治县;kuan1 cheng2 man3 zu2 zi4 zhi4 xian4
宽城县;kuan1 cheng2 xian4
宽大;kuan1 da4
宽大仁爱;kuan1 da4 ren2 ai4
宽大为怀;kuan1 da4 wei2 huai2
宽宏;kuan1 hong2
宽宏大度;kuan1 hong2 da4 du4
宽宏大量;kuan1 hong2 da4 liang4
宽容;kuan1 rong2
宽屏;kuan1 ping2
宽展;kuan1 zhan3
宽带;kuan1 dai4
宽度;kuan1 du4
宽广;kuan1 guang3
宽广度;kuan1 guang3 du4
宽影片;kuan1 ying3 pian4
宽待;kuan1 dai4
宽心;kuan1 xin1
宽心丸;kuan1 xin1 wan2
宽心丸儿;kuan1 xin1 wan2 r
宽恕;kuan1 shu4
宽慰;kuan1 wei4
宽打窄用;kuan1 da3 zhai3 yong4
宽敞;kuan1 chang
宽畅;kuan1 chang4
宽旷;kuan1 kuang4
宽泛;kuan1 fan4
宽洪;kuan1 hong2
宽洪大度;kuan1 hong2 da4 du4
宽洪大量;kuan1 hong2 da4 liang4
宽减;kuan1 jian3
宽爽;kuan1 shuang3
宽窄;kuan1 zhai3
宽缓;kuan1 huan3
宽胶带;kuan1 jiao1 dai4
宽舒;kuan1 shu1
宽衣;kuan1 yi1
宽衣解带;kuan1 yi1 jie3 dai4
宽裕;kuan1 yu4
宽解;kuan1 jie3
宽贷;kuan1 dai4
宽银幕电影;kuan1 yin2 mu4 dian4 ying3
宽阔;kuan1 kuo4
宽限;kuan1 xian4
宽限期;kuan1 xian4 qi1
宽频;kuan1 pin2
宽余;kuan1 yu2
宽饶;kuan1 rao2
宽松;kuan1 song1
宝;bao3
宠;chong3
宠信;chong3 xin4
宠儿;chong3 er2
宠坏;chong3 huai4
宠幸;chong3 xing4
宠爱;chong3 ai4
宠擅专房;chong3 shan4 zhuan1 fang2
宠物;chong3 wu4
宠臣;chong3 chen2
宝典;bao3 dian3
宝刀不老;bao3 dao1 bu4 lao3
宝刀未老;bao3 dao1 wei4 lao3
宝剑;bao3 jian4
宝可梦;bao3 ke3 meng4
宝嘉康蒂;bao3 jia1 kang1 di4
宝塔;bao3 ta3
宝塔区;bao3 ta3 qu1
宝塔菜;bao3 ta3 cai4
宝妈;bao3 ma1
宝安;bao3 an1
宝安区;bao3 an1 qu1
宝宝;bao3 bao
宝山;bao3 shan1
宝山区;bao3 shan1 qu1
宝山乡;bao3 shan1 xiang1
宝岛;bao3 dao3
宝座;bao3 zuo4
宝库;bao3 ku4
宝应;bao3 ying4
宝应县;bao3 ying4 xian4
宝成铁路;bao3 cheng2 tie3 lu4
宝书;bao3 shu1
宝林;bao3 lin2
宝武钢铁;bao3 wu3 gang1 tie3
宝殿;bao3 dian4
宝清;bao3 qing1
宝清县;bao3 qing1 xian4
宝洁;bao3 jie2
宝洁公司;bao3 jie2 gong1 si1
宝爸;bao3 ba4
宝物;bao3 wu4
宝特瓶;bao3 te4 ping2
宝玉;bao3 yu4
宝瓶;bao3 ping2
宝瓶座;bao3 ping2 zuo4
宝生佛;bao3 sheng1 fo2
宝石;bao3 shi2
宝兴;bao3 xing1
宝兴县;bao3 xing1 xian4
宝船;bao3 chuan2
宝盖;bao3 gai4
宝盖草;bao3 gai4 cao3
宝蓝;bao3 lan2
宝藏;bao3 zang4
宝志;bao3 zhi4
宝丰;bao3 feng1
宝丰县;bao3 feng1 xian4
宝贝;bao3 bei4
宝贝儿;bao3 bei4 r
宝贝疙瘩;bao3 bei4 ge1 da
宝货;bao3 huo4
宝贵;bao3 gui4
宝贴;bao3 tie1
宝钢;bao3 gang1
宝鸡;bao3 ji1
宝鸡市;bao3 ji1 shi4
宝马;bao3 ma3
宝马香车;bao3 ma3 xiang1 che1
宝丽来;bao3 li4 lai2
宝丽金;bao3 li4 jin1
寸;cun4
寸口;cun4 kou3
寸口脉;cun4 kou3 mai4
寸土寸金;cun4 tu3 cun4 jin1
寸步不让;cun4 bu4 bu4 rang4
寸步不离;cun4 bu4 bu4 li2
寸步难移;cun4 bu4 nan2 yi2
寸步难行;cun4 bu4 nan2 xing2
寸脉;cun4 mai4
寸草不生;cun4 cao3 bu4 sheng1
寸金难买寸光阴;cun4 jin1 nan2 mai3 cun4 guang1 yin1
寸阴;cun4 yin1
寸头;cun4 tou2
寺;si4
寺庙;si4 miao4
寺院;si4 yuan4
封;feng1
封一;feng1 yi1
封三;feng1 san1
封丘;feng1 qiu1
封丘县;feng1 qiu1 xian4
封二;feng1 er4
封入;feng1 ru4
封冻;feng1 dong4
封刀;feng1 dao1
封包;feng1 bao1
封印;feng1 yin4
封口;feng1 kou3
封口费;feng1 kou3 fei4
封四;feng1 si4
封国;feng1 guo2
封土;feng1 tu3
封地;feng1 di4
封城;feng1 cheng2
封尘;feng1 chen2
封套;feng1 tao4
封存;feng1 cun2
封官许愿;feng1 guan1 xu3 yuan4
封底;feng1 di3
封底里;feng1 di3 li3
封建;feng1 jian4
封建主;feng1 jian4 zhu3
封建主义;feng1 jian4 zhu3 yi4
封建制度;feng1 jian4 zhi4 du4
封建思想;feng1 jian4 si1 xiang3
封建时代;feng1 jian4 shi2 dai4
封建社会;feng1 jian4 she4 hui4
封控;feng1 kong4
封条;feng1 tiao2
封杀;feng1 sha1
封沙育林;feng1 sha1 yu4 lin2
封泥;feng1 ni2
封港;feng1 gang3
封火;feng1 huo3
封王;feng1 wang2
封疆;feng1 jiang1
封皮;feng1 pi2
封神榜;feng1 shen2 bang3
封神演义;feng1 shen2 yan3 yi4
封禁;feng1 jin4
封网;feng1 wang3
封圣;feng1 sheng4
封盖;feng1 gai4
封号;feng1 hao4
封装;feng1 zhuang1
封装块;feng1 zhuang1 kuai4
封里;feng1 li3
封裹;feng1 guo3
封路;feng1 lu4
封锁;feng1 suo3
封锁线;feng1 suo3 xian4
封闭;feng1 bi4
封闭性;feng1 bi4 xing4
封闭性开局;feng1 bi4 xing4 kai1 ju2
封开;feng1 kai1
封开县;feng1 kai1 xian4
封面;feng1 mian4
封顶;feng1 ding3
封顶仪式;feng1 ding3 yi2 shi4
射中;she4 zhong4
射出;she4 chu1
射干;she4 gan1
射影;she4 ying3
射影几何;she4 ying3 ji3 he2
射影几何学;she4 ying3 ji3 he2 xue2
射影变换;she4 ying3 bian4 huan4
射手;she4 shou3
射手座;she4 shou3 zuo4
射击;she4 ji1
射击学;she4 ji1 xue2
射杀;she4 sha1
射洪;she4 hong2
射洪县;she4 hong2 xian4
射流;she4 liu2
射灯;she4 deng1
射程;she4 cheng2
射箭;she4 jian4
射精;she4 jing1
射精管;she4 jing1 guan3
射线;she4 xian4
射钉枪;she4 ding1 qiang1
射门;she4 men2
射阳;she4 yang2
射阳县;she4 yang2 xian4
射电;she4 dian4
射电望远镜;she4 dian4 wang4 yuan3 jing4
射频;she4 pin2
射频噪声;she4 pin2 zao4 sheng1
射频干扰;she4 pin2 gan1 rao3
射频调谐器;she4 pin2 tiao2 xie2 qi4
射频识别;she4 pin2 shi2 bie2
射雕英雄传;she4 diao1 ying1 xiong2 zhuan4
将;jiang4|qiang1|jiang1
将今论古;jiang1 jin1 lun4 gu3
将令;jiang4 ling4
将伯;qiang1 bo2
将伯之助;qiang1 bo2 zhi1 zhu4
将来;jiang1 lai2
将信将疑;jiang1 xin4 jiang1 yi2
将功折罪;jiang1 gong1 zhe2 zui4
将功补过;jiang1 gong1 bu3 guo4
将士;jiang4 shi4
将官;jiang4 guan1
将就;jiang1 jiu
将帅;jiang4 shuai4
将心比心;jiang1 xin1 bi3 xin1
将息;jiang1 xi1
将才;jiang4 cai2
将会;jiang1 hui4
将棋;jiang4 qi2
将乐;jiang1 le4
将乐县;jiang1 le4 xian4
将死;jiang1 si3
将牌;jiang4 pai2
将至;jiang1 zhi4
将要;jiang1 yao4
将计就计;jiang1 ji4 jiu4 ji4
将军;jiang1 jun1
将军肚;jiang1 jun1 du4
将军肚子;jiang1 jun1 du4 zi
将近;jiang1 jin4
将错就错;jiang1 cuo4 jiu4 cuo4
将领;jiang4 ling3
专;zhuan1
专一;zhuan1 yi1
专事;zhuan1 shi4
专人;zhuan1 ren2
专任;zhuan1 ren4
专八;zhuan1 ba1
专列;zhuan1 lie4
专利;zhuan1 li4
专利局;zhuan1 li4 ju2
专利权;zhuan1 li4 quan2
专利法;zhuan1 li4 fa3
专利药品;zhuan1 li4 yao4 pin3
专制;zhuan1 zhi4
专制主义;zhuan1 zhi4 zhu3 yi4
专制君主制;zhuan1 zhi4 jun1 zhu3 zhi4
专区;zhuan1 qu1
专司;zhuan1 si1
专名;zhuan1 ming2
专名词;zhuan1 ming2 ci2
专员;zhuan1 yuan2
专场;zhuan1 chang3
专家;zhuan1 jia1
专家系统;zhuan1 jia1 xi4 tong3
专家评价;zhuan1 jia1 ping2 jia4
专家评论;zhuan1 jia1 ping2 lun4
专属;zhuan1 shu3
专属经济区;zhuan1 shu3 jing1 ji4 qu1
专征;zhuan1 zheng1
专心;zhuan1 xin1
专心一意;zhuan1 xin1 yi1 yi4
专心致志;zhuan1 xin1 zhi4 zhi4
专意;zhuan1 yi4
专控;zhuan1 kong4
专擅;zhuan1 shan4
专攻;zhuan1 gong1
专政;zhuan1 zheng4
专断;zhuan1 duan4
专有;zhuan1 you3
专有名词;zhuan1 you3 ming2 ci2
专案;zhuan1 an4
专案小组;zhuan1 an4 xiao3 zu3
专案组;zhuan1 an4 zu3
专案经理;zhuan1 an4 jing1 li3
专业;zhuan1 ye4
专业人士;zhuan1 ye4 ren2 shi4
专业人才;zhuan1 ye4 ren2 cai2
专业化;zhuan1 ye4 hua4
专业性;zhuan1 ye4 xing4
专业户;zhuan1 ye4 hu4
专业教育;zhuan1 ye4 jiao4 yu4
专横;zhuan1 heng4
专柜;zhuan1 gui4
专栏;zhuan1 lan2
专权;zhuan1 quan2
专款;zhuan1 kuan3
专治;zhuan1 zhi4
专注;zhuan1 zhu4
专营;zhuan1 ying2
专营店;zhuan1 ying2 dian4
专用;zhuan1 yong4
专用网路;zhuan1 yong4 wang3 lu4
专用集成电路;zhuan1 yong4 ji2 cheng2 dian4 lu4
专科;zhuan1 ke1
专科学校;zhuan1 ke1 xue2 xiao4
专科院校;zhuan1 ke1 yuan4 xiao4
专程;zhuan1 cheng2
专管;zhuan1 guan3
专线;zhuan1 xian4
专美于前;zhuan1 mei3 yu2 qian2
专职;zhuan1 zhi2
专著;zhuan1 zhu4
专访;zhuan1 fang3
专责;zhuan1 ze2
专卖;zhuan1 mai4
专卖店;zhuan1 mai4 dian4
专车;zhuan1 che1
专辑;zhuan1 ji2
专递;zhuan1 di4
专长;zhuan1 chang2
专门;zhuan1 men2
专门人员;zhuan1 men2 ren2 yuan2
专门列车;zhuan1 men2 lie4 che1
专门化;zhuan1 men2 hua4
专门家;zhuan1 men2 jia1
专门机构;zhuan1 men2 ji1 gou4
专项;zhuan1 xiang4
专题;zhuan1 ti2
专题地图;zhuan1 ti2 di4 tu2
专题报导;zhuan1 ti2 bao4 dao3
专题片;zhuan1 ti2 pian4
尊;zun1
尊公;zun1 gong1
尊卑;zun1 bei1
尊君;zun1 jun1
尊命;zun1 ming4
尊严;zun1 yan2
尊堂;zun1 tang2
尊奉;zun1 feng4
尊容;zun1 rong2
尊尚;zun1 shang4
尊崇;zun1 chong2
尊师;zun1 shi1
尊师爱徒;zun1 shi1 ai4 tu2
尊师贵道;zun1 shi1 gui4 dao4
尊从;zun1 cong2
尊意;zun1 yi4
尊敬;zun1 jing4
尊荣;zun1 rong2
尊称;zun1 cheng1
尊老;zun1 lao3
尊老爱幼;zun1 lao3 ai4 you4
尊者;zun1 zhe3
尊号;zun1 hao4
尊亲;zun1 qin1
尊贵;zun1 gui4
尊贤使能;zun1 xian2 shi3 neng2
尊贤爱物;zun1 xian2 ai4 wu4
尊重;zun1 zhong4
尊长;zun1 zhang3
尊驾;zun1 jia4
尊鱼;zun1 yu2
寻;xun2
寻事生非;xun2 shi4 sheng1 fei1
寻仇;xun2 chou2
寻来范畴;xun2 lai2 fan4 chou2
寻出;xun2 chu1
寻味;xun2 wei4
寻呼机;xun2 hu1 ji1
寻问;xun2 wen4
寻回犬;xun2 hui2 quan3
寻址;xun2 zhi3
寻宝;xun2 bao3
寻常;xun2 chang2
寻思;xun2 si1
寻找;xun2 zhao3
寻摸;xun2 mo
寻根;xun2 gen1
寻根问底;xun2 gen1 wen4 di3
寻机;xun2 ji1
寻欢;xun2 huan1
寻欢作乐;xun2 huan1 zuo4 le4
寻死;xun2 si3
寻水术;xun2 shui3 shu4
寻求;xun2 qiu2
寻乌;xun2 wu1
寻乌县;xun2 wu1 xian4
寻获;xun2 huo4
寻的;xun2 di4
寻短见;xun2 duan3 jian4
寻租;xun2 zu1
寻花;xun2 hua1
寻觅;xun2 mi4
寻访;xun2 fang3
寻衅;xun2 xin4
寻衅滋事罪;xun2 xin4 zi1 shi4 zui4
寻开心;xun2 kai1 xin1
对;dui4
对上;dui4 shang4
对不上;dui4 bu4 shang4
对不住;dui4 bu zhu4
对不对;dui4 bu4 dui4
对不起;dui4 bu qi3
对世权;dui4 shi4 quan2
对了;dui4 le
对事不对人;dui4 shi4 bu4 dui4 ren2
对仗;dui4 zhang4
对付;dui4 fu
对位;dui4 wei4
对偶;dui4 ou3
对偶多面体;dui4 ou3 duo1 mian4 ti3
对偶性;dui4 ou3 xing4
对价;dui4 jia4
对内;dui4 nei4
对刺;dui4 ci4
对劲;dui4 jin4
对劲儿;dui4 jin4 r
对半;dui4 ban4
对口;dui4 kou3
对口型;dui4 kou3 xing2
对口径;dui4 kou3 jing4
对口相声;dui4 kou3 xiang4 sheng1
对口词;dui4 kou3 ci2
对句;dui4 ju4
对合;dui4 he2
对味儿;dui4 wei4 r
对唱;dui4 chang4
对嘴;dui4 zui3
对地;dui4 di4
对坐;dui4 zuo4
对外;dui4 wai4
对外政策;dui4 wai4 zheng4 ce4
对外经济贸易大学;dui4 wai4 jing1 ji4 mao4 yi4 da4 xue2
对外联络部;dui4 wai4 lian2 luo4 bu4
对外贸易;dui4 wai4 mao4 yi4
对外贸易经济合作部;dui4 wai4 mao4 yi4 jing1 ji4 he2 zuo4 bu4
对外关系;dui4 wai4 guan1 xi4
对子;dui4 zi
对家;dui4 jia1
对对子;dui4 dui4 zi
对对碰;dui4 dui4 peng4
对局;dui4 ju2
对岸;dui4 an4
对工;dui4 gong1
对工儿;dui4 gong1 r
对帐;dui4 zhang4
对待;dui4 dai4
对得起;dui4 de qi3
对心;dui4 xin1
对心儿;dui4 xin1 r
对应;dui4 ying4
对我来说;dui4 wo3 lai2 shuo1
对战;dui4 zhan4
对手;dui4 shou3
对打;dui4 da3
对抗;dui4 kang4
对抗性;dui4 kang4 xing4
对抗者;dui4 kang4 zhe3
对抗赛;dui4 kang4 sai4
对接;dui4 jie1
对换;dui4 huan4
对折;dui4 zhe2
对撞;dui4 zhuang4
对撞机;dui4 zhuang4 ji1
对攻;dui4 gong1
对敌;dui4 di2
对敌者;dui4 di2 zhe3
对数;dui4 shu4
对方;dui4 fang1
对方付款电话;dui4 fang1 fu4 kuan3 dian4 hua4
对方付费电话;dui4 fang1 fu4 fei4 dian4 hua4
对于;dui4 yu2
对日;dui4 ri4
对映;dui4 ying4
对映异构;dui4 ying4 yi4 gou4
对映异构体;dui4 ying4 yi4 gou4 ti3
对映体;dui4 ying4 ti3
对望;dui4 wang4
对本;dui4 ben3
对杯;dui4 bei1
对案;dui4 an4
对标;dui4 biao1
对歌;dui4 ge1
对比;dui4 bi3
对比度;dui4 bi3 du4
对比温度;dui4 bi3 wen1 du4
对比联想;dui4 bi3 lian2 xiang3
对比色;dui4 bi3 se4
对决;dui4 jue2
对冲;dui4 chong1
对冲基金;dui4 chong1 ji1 jin1
对流;dui4 liu2
对流层;dui4 liu2 ceng2
对流层顶;dui4 liu2 ceng2 ding3
对消;dui4 xiao1
对准;dui4 zhun3
对火;dui4 huo3
对焦;dui4 jiao1
对照;dui4 zhao4
对照组;dui4 zhao4 zu3
对照表;dui4 zhao4 biao3
对牛弹琴;dui4 niu2 tan2 qin2
对生;dui4 sheng1
对症;dui4 zheng4
对症下药;dui4 zheng4 xia4 yao4
对症发药;dui4 zheng4 fa1 yao4
对白;dui4 bai2
对眼;dui4 yan3
对称;dui4 chen4
对称性;dui4 chen4 xing4
对称破缺;dui4 chen4 po4 que1
对称空间;dui4 chen4 kong1 jian1
对称美;dui4 chen4 mei3
对空射击;dui4 kong1 she4 ji1
对空火器;dui4 kong1 huo3 qi4
对立;dui4 li4
对立面;dui4 li4 mian4
对等;dui4 deng3
对答;dui4 da2
对答如流;dui4 da2 ru2 liu2
对策;dui4 ce4
对骂;dui4 ma4
对美;dui4 mei3
对联;dui4 lian2
对胃口;dui4 wei4 kou3
对华;dui4 hua2
对着和尚骂贼秃;dui4 zhe he2 shang ma4 zei2 tu1
对着干;dui4 zhe gan4
对号;dui4 hao4
对号入座;dui4 hao4 ru4 zuo4
对衬;dui4 chen4
对视;dui4 shi4
对亲;dui4 qin1
对角;dui4 jiao3
对角线;dui4 jiao3 xian4
对词;dui4 ci2
对话;dui4 hua4
对话框;dui4 hua4 kuang4
对话课;dui4 hua4 ke4
对课;dui4 ke4
对调;dui4 diao4
对谈;dui4 tan2
对讲机;dui4 jiang3 ji1
对讲电话;dui4 jiang3 dian4 hua4
对证;dui4 zheng4
对证命名;dui4 zheng4 ming4 ming2
对象;dui4 xiang4
对质;dui4 zhi4
对账;dui4 zhang4
对赌;dui4 du3
对路;dui4 lu4
对过;dui4 guo4
对酌;dui4 zhuo2
对酒当歌;dui4 jiu3 dang1 ge1
对表;dui4 biao3
对门;dui4 men2
对开;dui4 kai1
对阵;dui4 zhen4
对面;dui4 mian4
对顶角;dui4 ding3 jiao3
对头;dui4 tou2|dui4 tou
对马;dui4 ma3
对马岛;dui4 ma3 dao3
对马海峡;dui4 ma3 hai3 xia2
对齐;dui4 qi2
导;dao3
导入;dao3 ru4
导入期;dao3 ru4 qi1
导出;dao3 chu1
导出值;dao3 chu1 zhi2
导向;dao3 xiang4
导报;dao3 bao4
导师;dao3 shi1
导引;dao3 yin3
导弹;dao3 dan4
导弹核潜艇;dao3 dan4 he2 qian2 ting3
导弹武器技术控制制度;dao3 dan4 wu3 qi4 ji4 shu4 kong4 zhi4 zhi4 du4
导弹潜艇;dao3 dan4 qian2 ting3
导播;dao3 bo1
导数;dao3 shu4
导正;dao3 zheng4
导流板;dao3 liu2 ban3
导液管;dao3 ye4 guan3
导演;dao3 yan3
导火索;dao3 huo3 suo3
导火线;dao3 huo3 xian4
导热性;dao3 re4 xing4
导热膏;dao3 re4 gao1
导盲犬;dao3 mang2 quan3
导盲砖;dao3 mang2 zhuan1
导盲道;dao3 mang2 dao4
导管;dao3 guan3
导管组织;dao3 guan3 zu3 zhi1
导线;dao3 xian4
导致;dao3 zhi4
导致死亡;dao3 zhi4 si3 wang2
导航;dao3 hang2
导航员;dao3 hang2 yuan2
导览;dao3 lan3
导言;dao3 yan2
导语;dao3 yu3
导论;dao3 lun4
导读;dao3 du2
导购;dao3 gou4
导轨;dao3 gui3
导轮;dao3 lun2
导游;dao3 you2
导电;dao3 dian4
导电性;dao3 dian4 xing4
导体;dao3 ti3
小;xiao3
小三;xiao3 san1
小三劝退师;xiao3 san1 quan4 tui4 shi1
小三和弦;xiao3 san1 he2 xian2
小三度;xiao3 san1 du4
小不忍则乱大谋;xiao3 bu4 ren3 ze2 luan4 da4 mou2
小不点;xiao3 bu dian3
小丑;xiao3 chou3
小丑鱼;xiao3 chou3 yu2
小丘;xiao3 qiu1
小乘;xiao3 sheng4
小九九;xiao3 jiu3 jiu3
小事;xiao3 shi4
小二;xiao3 er4
小亚细亚;xiao3 ya4 xi4 ya4
小人;xiao3 ren2
小人得志;xiao3 ren2 de2 zhi4
小人书;xiao3 ren2 shu1
小人物;xiao3 ren2 wu4
小人精;xiao3 ren2 jing1
小企业;xiao3 qi3 ye4
小伙;xiao3 huo3
小伙儿;xiao3 huo3 r
小伙子;xiao3 huo3 zi
小便;xiao3 bian4
小便器;xiao3 bian4 qi4
小便斗;xiao3 bian4 dou3
小偷;xiao3 tou1
小传;xiao3 zhuan4
小儿;xiao3 er2|xiao3 r
小儿科;xiao3 er2 ke1
小儿经;xiao3 er2 jing1
小儿软骨病;xiao3 er2 ruan3 gu3 bing4
小儿麻痹;xiao3 er2 ma2 bi4
小儿麻痹病毒;xiao3 er2 ma2 bi4 bing4 du2
小儿麻痹症;xiao3 er2 ma2 bi4 zheng4
小两口;xiao3 liang3 kou3
小两口儿;xiao3 liang3 kou3 r
小公主;xiao3 gong1 zhu3
小公共;xiao3 gong1 gong4
小册子;xiao3 ce4 zi
小刀;xiao3 dao1
小刀会;xiao3 dao1 hui4
小别胜新婚;xiao3 bie2 sheng4 xin1 hun1
小动作;xiao3 dong4 zuo4
小包;xiao3 bao1
小区;xiao3 qu1
小升初;xiao3 sheng1 chu1
小半;xiao3 ban4
小卷;xiao3 juan3
小叔;xiao3 shu1
小受;xiao3 shou4
小可;xiao3 ke3
小可爱;xiao3 ke3 ai4
小吃;xiao3 chi1
小吃店;xiao3 chi1 dian4
小同乡;xiao3 tong2 xiang1
小名;xiao3 ming2
小品;xiao3 pin3
小哥哥;xiao3 ge1 ge
小商贩;xiao3 shang1 fan4
小嗓;xiao3 sang3
小嘴乌鸦;xiao3 zui3 wu1 ya1
小团体主义;xiao3 tuan2 ti3 zhu3 yi4
小型;xiao3 xing2
小型企业;xiao3 xing2 qi3 ye4
小型巴士;xiao3 xing2 ba1 shi4
小型核武器;xiao3 xing2 he2 wu3 qi4
小型汽车;xiao3 xing2 qi4 che1
小型货车;xiao3 xing2 huo4 che1
小型车;xiao3 xing2 che1
小城;xiao3 cheng2
小报;xiao3 bao4
小寿星;xiao3 shou4 xing1
小夜曲;xiao3 ye4 qu3
小太太;xiao3 tai4 tai
小太平鸟;xiao3 tai4 ping2 niao3
小女;xiao3 nv3
小女人;xiao3 nv3 ren2
小妹;xiao3 mei4
小妹妹;xiao3 mei4 mei
小姐;xiao3 jie
小姐姐;xiao3 jie3 jie
小姑;xiao3 gu1
小姨;xiao3 yi2
小姨子;xiao3 yi2 zi
小娃;xiao3 wa2
小娃娃;xiao3 wa2 wa
小媳妇;xiao3 xi2 fu
小子;xiao3 zi|xiao3 zi3
小孩;xiao3 hai2
小孩儿;xiao3 hai2 r
小孩堤防;xiao3 hai2 di2 fang2
小孩子;xiao3 hai2 zi
小学;xiao3 xue2
小学生;xiao3 xue2 sheng1
小学而大遗;xiao3 xue2 er2 da4 yi2
小官;xiao3 guan1
小家子气;xiao3 jia1 zi qi4
小家鼠;xiao3 jia1 shu3
小寒;xiao3 han2
小写;xiao3 xie3
小写字母;xiao3 xie3 zi4 mu3
小将;xiao3 jiang4
小小;xiao3 xiao3
小小说;xiao3 xiao3 shuo1
小屁孩;xiao3 pi4 hai2
小屋;xiao3 wu1
小山包包;xiao3 shan1 bao1 bao
小岩洞;xiao3 yan2 dong4
小岛;xiao3 dao3
小川;xiao3 chuan1
小巧;xiao3 qiao3
小己;xiao3 ji3
小巴;xiao3 ba1
小巷;xiao3 xiang4
小幅;xiao3 fu2
小年人;xiao3 nian2 ren2
小店;xiao3 dian4
小店区;xiao3 dian4 qu1
小康;xiao3 kang1
小康社会;xiao3 kang1 she4 hui4
小广播;xiao3 guang3 bo1
小建;xiao3 jian4
小弟;xiao3 di4
小弟弟;xiao3 di4 di
小强;xiao3 qiang2
小弹;xiao3 dan4
小径;xiao3 jing4
小心;xiao3 xin1
小心地滑;xiao3 xin1 di4 hua2
小心眼;xiao3 xin1 yan3
小心眼儿;xiao3 xin1 yan3 r
小心翼翼;xiao3 xin1 yi4 yi4
小心谨慎;xiao3 xin1 jin3 shen4
小恭;xiao3 gong1
小意思;xiao3 yi4 si
小惩大诫;xiao3 cheng2 da4 jie4
小我;xiao3 wo3
小扁豆;xiao3 bian3 dou4
小手小脚;xiao3 shou3 xiao3 jiao3
小打小闹;xiao3 da3 xiao3 nao4
小技;xiao3 ji4
小抄;xiao3 chao1
小抄儿;xiao3 chao1 r
小拐;xiao3 guai3
小括号;xiao3 kuo4 hao4
小指;xiao3 zhi3
小提琴;xiao3 ti2 qin2
小提琴手;xiao3 ti2 qin2 shou3
小插曲;xiao3 cha1 qu3
小摊;xiao3 tan1
小摊儿;xiao3 tan1 r
小支气管;xiao3 zhi1 qi4 guan3
小改改;xiao3 gai3 gai3
小攻;xiao3 gong1
小数;xiao3 shu4
小数点;xiao3 shu4 dian3
小斑点;xiao3 ban1 dian3
小于;xiao3 yu2
小日子;xiao3 ri4 zi
小日本;xiao3 ri4 ben3
小日本儿;xiao3 ri4 ben3 r
小春;xiao3 chun1
小时;xiao3 shi2
小时候;xiao3 shi2 hou
小时候儿;xiao3 shi2 hou r
小时工;xiao3 shi2 gong1
小暑;xiao3 shu3
小曲;xiao3 qu3
小书签;xiao3 shu1 qian1
小朋友;xiao3 peng2 you3
小本;xiao3 ben3
小林;xiao3 lin2
小标题;xiao3 biao1 ti2
小样;xiao3 yang4
小树;xiao3 shu4
小树林;xiao3 shu4 lin2
小桥;xiao3 qiao2
小桥流水;xiao3 qiao2 liu2 shui3
小步舞曲;xiao3 bu4 wu3 qu3
小段子;xiao3 duan4 zi
小毛虫;xiao3 mao2 chong2
小毛头;xiao3 mao2 tou
小民;xiao3 min2
小气;xiao3 qi4
小气候;xiao3 qi4 hou4
小气腔;xiao3 qi4 qiang1
小气鬼;xiao3 qi4 gui3
小池百合子;xiao3 chi2 bai3 he2 zi
小汽车;xiao3 qi4 che1
小泉;xiao3 quan2
小泉纯一郎;xiao3 quan2 chun2 yi1 lang2
小泡;xiao3 pao4
小波;xiao3 bo1
小洞不堵沉大船;xiao3 dong4 bu4 du3 chen2 da4 chuan2
小洞不补大洞吃苦;xiao3 dong4 bu4 bu3 da4 dong4 chi1 ku3
小淘气;xiao3 tao2 qi4
小混混;xiao3 hun4 hun4
小清新;xiao3 qing1 xin1
小港;xiao3 gang3
小港区;xiao3 gang3 qu1
小汤山;xiao3 tang1 shan1
小溪;xiao3 xi1
小滴;xiao3 di1
小满;xiao3 man3
小潮;xiao3 chao2
小瀑布;xiao3 pu4 bu4
小灰山椒鸟;xiao3 hui1 shan1 jiao1 niao3
小灶;xiao3 zao4
小熊座;xiao3 xiong2 zuo4
小熊猫;xiao3 xiong2 mao1
小营盘镇;xiao3 ying2 pan2 zhen4
小牛;xiao3 niu2
小牛肉;xiao3 niu2 rou4
小犬;xiao3 quan3
小犬座;xiao3 quan3 zuo4
小狗;xiao3 gou3
小狮座;xiao3 shi1 zuo4
小玩意;xiao3 wan2 yi4
小球;xiao3 qiu2
小生产;xiao3 sheng1 chan3
小产;xiao3 chan3
小田鸡;xiao3 tian2 ji1
小病;xiao3 bing4
小发财;xiao3 fa1 cai2
小白;xiao3 bai2
小白兔;xiao3 bai2 tu4
小白脸;xiao3 bai2 lian3
小白脸儿;xiao3 bai2 lian3 r
小白菜;xiao3 bai2 cai4
小白鼠;xiao3 bai2 shu3
