俊;jun4|zun4
疗效;liao2 xiao4
疗法;liao2 fa3
癌;ai2
癌症;ai2 zheng4
愈合;yu4 he2
症结;zheng1 jie2
瘾;yin3
瘫;tan1
瘫痪;tan1 huan4
登机;deng1 ji1
登机牌;deng1 ji1 pai2
登记;deng1 ji4
登录;deng1 lu4
登陆;deng1 lu4
发;fa1|fa4
发布;fa1 bu4
发布会;fa1 bu4 hui4
发作;fa1 zuo4
发光;fa1 guang1
发动;fa1 dong4
发呆;fa1 dai1
发射;fa1 she4
发展;fa1 zhan3
发愁;fa1 chou2
发愣;fa1 leng4
发愤图强;fa1 fen4 tu2 qiang2
发抖;fa1 dou3
发掘;fa1 jue2
发扬;fa1 yang2
发扬光大;fa1 yang2 guang1 da4
发挥;fa1 hui1
发明;fa1 ming2
发泄;fa1 xie4
发源地;fa1 yuan2 di4
发火;fa1 huo3
发炎;fa1 yan2
发热;fa1 re4
发烧;fa1 shao1
发现;fa1 xian4
发生;fa1 sheng1
发票;fa1 piao4
发育;fa1 yu4
发脾气;fa1 pi2 qi4
发行;fa1 xing2
发表;fa1 biao3
发觉;fa1 jue2
发言;fa1 yan2
发誓;fa1 shi4
发财;fa1 cai2
发起人;fa1 qi3 ren2
发达;fa1 da2
发酵;fa1 jiao4
发电机;fa1 dian4 ji1
白;bai2
白白;bai2 bai2
百;bai3
百分之;bai3 fen1 zhi1
百分比;bai3 fen1 bi3
百合;bai3 he2
百科全书;bai3 ke1 quan2 shu1
的;de|di2|di1|di4
的确;di2 que4
皆;jie1
皇上;huang2 shang
皇后;huang2 hou4
皇室;huang2 shi4
皇宫;huang2 gong1
皇帝;huang2 di4
皮带;pi2 dai4
皮肤;pi2 fu1
皮革;pi2 ge2
皮鞋;pi2 xie2
皱;zhou4
皱纹;zhou4 wen2
盆;pen2
盆地;pen2 di4
盈利;ying2 li4
益处;yi4 chu
盒子;he2 zi
盛;sheng4|cheng2
盛大;sheng4 da4
盛情;sheng4 qing2
盛会;sheng4 hui4
盛气凌人;sheng4 qi4 ling2 ren2
盛产;sheng4 chan3
盛行;sheng4 xing2
盛开;sheng4 kai1
盗;dao4
盗窃;dao4 qie4
盏;zhan3
盟友;meng2 you3
尽力;jin4 li4
尽情;jin4 qing2
尽头;jin4 tou2
监察;jian1 cha2
监控;jian1 kong4
监狱;jian1 yu4
监督;jian1 du1
监管;jian1 guan3
监视;jian1 shi4
监护;jian1 hu4
盘;pan2
盘子;pan2 zi
盘旋;pan2 xuan2
盘算;pan2 suan4
荡漾;dang4 yang4
目不转睛;mu4 bu4 zhuan3 jing1
目中无人;mu4 zhong1 wu2 ren2
目光;mu4 guang1
目前;mu4 qian2
目标;mu4 biao1
目的;mu4 di4
目的地;mu4 di4 di4
目睹;mu4 du3
目瞪口呆;mu4 deng4 kou3 dai1
目录;mu4 lu4
盯;ding1
盲目;mang2 mu4
直;zhi2
直奔;zhi2 ben4
直径;zhi2 jing4
直接;zhi2 jie1
直播;zhi2 bo1
直至;zhi2 zhi4
直视;zhi2 shi4
直觉;zhi2 jue2
直观;zhi2 guan1
直达;zhi2 da2
相伴;xiang1 ban4
相似;xiang1 si4
相依为命;xiang1 yi1 wei2 ming4
相信;xiang1 xin4
相传;xiang1 chuan2
相反;xiang1 fan3
相同;xiang1 tong2
相对;xiang1 dui4
相对而言;xiang1 dui4 er2 yan2
相差;xiang1 cha4
相应;xiang1 ying4
相提并论;xiang1 ti2 bing4 lun4
相比之下;xiang1 bi3 zhi1 xia4
相当;xiang1 dang1
相当于;xiang1 dang1 yu2
相等;xiang1 deng3
相约;xiang1 yue1
相继;xiang1 ji4
相声;xiang4 sheng
相处;xiang1 chu3
相识;xiang1 shi2
相辅相成;xiang1 fu3 xiang1 cheng2
相通;xiang1 tong1
相连;xiang1 lian2
相遇;xiang1 yu4
相关;xiang1 guan1
盼;pan4
盼望;pan4 wang4
省;xing3|sheng3
省事;xing3 shi4|sheng3 shi4
省会;sheng3 hui4
省略;sheng3 lve4
眉毛;mei2 mao
眉开眼笑;mei2 kai1 yan3 xiao4
看;kan4|kan1
看不起;kan4 bu qi3
看中;kan4 zhong4
看似;kan4 si4
看台;kan4 tai2
看待;kan4 dai4
看得出;kan4 de chu1
看望;kan4 wang4
看样子;kan4 yang4 zi
看法;kan4 fa3
看热闹;kan4 re4 nao
看见;kan4 jian4
看护;kan1 hu4
看重;kan4 zhong4
真;zhen1
真假;zhen1 jia3
真实;zhen1 shi2
真心;zhen1 xin1
真情;zhen1 qing2
真挚;zhen1 zhi4
真是的;zhen1 shi de
真正;zhen1 zheng4
真理;zhen1 li3
真相;zhen1 xiang4
真空;zhen1 kong1
眨;zha3
眨眼;zha3 yan3
眯;mi1|mi2
眼下;yan3 xia4
眼光;yan3 guang1
眼界;yan3 jie4
眼睛;yan3 jing
眼神;yan3 shen2
眼红;yan3 hong2
眼色;yan3 se4
眼镜;yan3 jing4
众人;zhong4 ren2
众志成城;zhong4 zhi4 cheng2 cheng2
众所周知;zhong4 suo3 zhou1 zhi1
睁;zheng1
睡袋;shui4 dai4
睡觉;shui4 jiao4
督促;du1 cu4
瞄准;miao2 zhun3
瞅;chou3
瞎;xia1
瞒;man2
瞧;qiao2
瞧不起;qiao2 bu4 qi3
瞪;deng4
瞬间;shun4 jian1
瞻仰;zhan1 yang3
瞩目;zhu3 mu4
矛盾;mao2 dun4
矛头;mao2 tou2
矣;yi3
知己;zhi1 ji3
知觉;zhi1 jue2
知识;zhi1 shi
知识分子;zhi1 shi fen4 zi3
知足;zhi1 zu2
知足常乐;zhi1 zu2 chang2 le4
知道;zhi1 dao4
短;duan3
短促;duan3 cu4
短信;duan3 xin4
短暂;duan3 zan4
短缺;duan3 que1
矮;ai3
矫正;jiao3 zheng4
石油;shi2 you2
石头;shi2 tou
砂糖;sha1 tang2
砍;kan3
砍伐;kan3 fa2
研究;yan2 jiu1
研讨;yan2 tao3
破;po4
破例;po4 li4
破坏;po4 huai4
破案;po4 an4
破灭;po4 mie4
破产;po4 chan3
破碎;po4 sui4
破旧;po4 jiu4
破裂;po4 lie4
破解;po4 jie3
破除;po4 chu2
砸;za2
硬;ying4
硬件;ying4 jian4
硬币;ying4 bi4
硬朗;ying4 lang3
硬盘;ying4 pan2
碎;sui4
碑;bei1
碧绿;bi4 lv4
硕士;shuo4 shi4
硕果;shuo4 guo3
碰上;peng4 shang4
碰巧;peng4 qiao3
碰撞;peng4 zhuang4
碰钉子;peng4 ding1 zi
碳;tan4
确保;que4 bao3
确信;que4 xin4
确切;que4 qie4
确定;que4 ding4
确实;que4 shi2
确立;que4 li4
确诊;que4 zhen3
确认;que4 ren4
确凿;que4 zao2
码;ma3
码头;ma3 tou2
磁卡;ci2 ka3
磁带;ci2 dai4
磁盘;ci2 pan2
磅;bang4
磋商;cuo1 shang1
磕;ke1|ke4
磨合;mo2 he2
磨损;mo2 sun3
磨难;mo2 nan4
礁石;jiao1 shi2
碍事;ai4 shi4
矿泉水;kuang4 quan2 shui3
矿产;kuang4 chan3
矿藏;kuang4 cang2
示威;shi4 wei1
示意;shi4 yi4
示范;shi4 fan4
社交;she4 jiao1
社区;she4 qu1
社团;she4 tuan2
社会;she4 hui4
社会主义;she4 hui4 zhu3 yi4
社论;she4 lun4
祈祷;qi2 dao3
秘方;mi4 fang1
祖传;zu3 chuan2
祖先;zu3 xian1
祖国;zu3 guo2
祖宗;zu3 zong1
祖父;zu3 fu4
祖籍;zu3 ji2
祝福;zhu4 fu2
祝贺;zhu4 he4
神仙;shen2 xian1
神奇;shen2 qi2
神态;shen2 tai4
神气;shen2 qi4
神秘;shen2 mi4
神经;shen2 jing1
神圣;shen2 sheng4
神话;shen2 hua4
祥和;xiang2 he2
票;piao4
票房;piao4 fang2
祭;ji4|zhai4
祭奠;ji4 dian4
祭祀;ji4 si4
禁不住;jin1 bu zhu4
禁区;jin4 qu1
禁忌;jin4 ji4
禁止;jin4 zhi3
祸害;huo4 hai4
福利;fu2 li4
福气;fu2 qi
禅杖;chan2 zhang4
礼仪;li3 yi2
礼品;li3 pin3
礼尚往来;li3 shang4 wang3 lai2
礼拜天;li3 bai4 tian1
礼服;li3 fu2
礼物;li3 wu4
礼节;li3 jie2
礼貌;li3 mao4
离;chi1|li2
禾苗;he2 miao2
秃;tu1
秀美;xiu4 mei3
秀丽;xiu4 li4
私下;si1 xia4
私事;si1 shi4
私人;si1 ren2
私家车;si1 jia1 che1
私房钱;si1 fang2 qian2
私有;si1 you3
私营;si1 ying2
私立;si1 li4
私自;si1 zi4
秉承;bing3 cheng2
秋;qiu1
科学;ke1 xue2
科幻;ke1 huan4
科普;ke1 pu3
科目;ke1 mu4
秒;miao3
秘密;mi4 mi4
秘书;mi4 shu1
秘诀;mi4 jue2
租;zu1
租赁;zu1 lin4
秤;cheng1|cheng4
秧歌;yang1 ge
秩序;zhi4 xu4
移交;yi2 jiao1
移动;yi2 dong4
移植;yi2 zhi2
移民;yi2 min2
稀;xi1
稀奇;xi1 qi2
稀少;xi1 shao3
稀罕;xi1 han
税;shui4
税务;shui4 wu4
税收;shui4 shou1
程序;cheng2 xu4
程度;cheng2 du4
稍候;shao1 hou4
稍后;shao1 hou4
稍微;shao1 wei1
稍稍;shao1 shao1
棱角;leng2 jiao3
稠;chou2
稠密;chou2 mi4
种;zhong4|zhong3
种子;zhong3 zi
种族;zhong3 zu2
种植;zhong4 zhi2
种类;zhong3 lei4
称;chen4|cheng1|cheng4
称作;cheng1 zuo4
称呼;cheng1 hu
称心如意;chen4 xin1 ru2 yi4
称号;cheng1 hao4
称赞;cheng1 zan4
稻谷;dao4 gu3
稻草;dao4 cao3
稿件;gao3 jian4
穆斯林;mu4 si1 lin2
积;ji1
积极;ji1 ji2
积淀;ji1 dian4
积累;ji1 lei3
积蓄;ji1 xu4
稳健;wen3 jian4
稳固;wen3 gu4
稳妥;wen3 tuo3
稳定;wen3 ding4
稳重;wen3 zhong4
穴位;xue2 wei4
究竟;jiu1 jing4
空;kong1|kong4
空前;kong1 qian2
空前绝后;kong1 qian2 jue2 hou4
空地;kong4 di4|kong1 di4
空想;kong1 xiang3
空气;kong1 qi4
空洞;kong1 dong4
空白;kong4 bai2
空荡荡;kong1 dang4 dang4
空虚;kong1 xu1
空调;kong1 tiao2
空闲;kong4 xian2
空间;kong1 jian1
空隙;kong4 xi4
空难;kong1 nan4
穿;chuan1
穿小鞋;chuan1 xiao3 xie2
穿着;chuan1 zhuo2
穿越;chuan1 yue4
穿过;chuan1 guo4
突出;tu1 chu1
突如其来;tu1 ru2 qi2 lai2
突击;tu1 ji1
突然;tu1 ran2
突发;tu1 fa1
突破;tu1 po4
突破口;tu1 po4 kou3
窄;zhai3
窒息;zhi4 xi1
窗户;chuang1 hu
窗帘;chuang1 lian2
窘迫;jiong3 po4
窟窿;ku1 long
窝;wo1
穷;qiong2
窑;yao2
窜;cuan4
窍门;qiao4 men2
窃取;qie4 qu3
立交桥;li4 jiao1 qiao2
立刻;li4 ke4
立功;li4 gong1
立即;li4 ji2
立场;li4 chang3
立方;li4 fang1
立方米;li4 fang1 mi3
立足;li4 zu2
立体;li4 ti3
站;zhan4
站立;zhan4 li4
竟;jing4
竟敢;jing4 gan3
竟然;jing4 ran2
章程;zhang1 cheng2
竣工;jun4 gong1
童话;tong2 hua4
竖;shu4
竭力;jie2 li4
竭尽全力;jie2 jin4 quan2 li4
端;duan1
端午节;duan1 wu3 jie2
端正;duan1 zheng4
竞技;jing4 ji4
竞争;jing4 zheng1
竞相;jing4 xiang1
竞赛;jing4 sai4
竞选;jing4 xuan3
竹子;zhu2 zi
竹竿;zhu2 gan1
笑话;xiao4 hua
笛子;di2 zi
符合;fu2 he2
符号;fu2 hao4
笨;ben4
笨拙;ben4 zhuo1
笨蛋;ben4 dan4
笨重;ben4 zhong4
第一;di4 yi1
第一手;di4 yi1 shou3
第一线;di4 yi1 xian4
笔记本;bi3 ji4 ben3
等;deng3
等候;deng3 hou4
等待;deng3 dai4
等于;deng3 yu2
等级;deng3 ji2
筋;jin1
筐;kuang1
筑;zhu4
筒;tong3
答复;da2 fu4
答应;da1 ying
答案;da2 an4
答辩;da2 bian4
策划;ce4 hua4
策略;ce4 lve4
筷子;kuai4 zi
算数;suan4 shu4
算盘;suan4 pan2
算计;suan4 ji
算账;suan4 zhang4
管子;guan3 zi3|guan3 zi
管家;guan3 jia1
管教;guan3 jiao4
管理;guan3 li3
管理费;guan3 li3 fei4
管用;guan3 yong4
管辖;guan3 xia2
节;jie1|jie2
节俭;jie2 jian3
节制;jie2 zhi4
节奏;jie2 zou4
节日;jie2 ri4
节气;jie2 qi
节水;jie2 shui3
节目;jie2 mu4
节省;jie2 sheng3
节约;jie2 yue1
节衣缩食;jie2 yi1 suo1 shi2
范围;fan4 wei2
范畴;fan4 chou2
篇;pian1
篇幅;pian1 fu
筛;shai1
筛选;shai1 xuan3
簇拥;cu4 yong1
简化;jian3 hua4
简单;jian3 dan1
简易;jian3 yi4
简历;jian3 li4
简洁;jian3 jie2
简直;jian3 zhi2
简短;jian3 duan3
简称;jian3 cheng1
简要;jian3 yao4
简陋;jian3 lou4
简体字;jian3 ti3 zi4
签;qian1
签署;qian1 shu3
签证;qian1 zheng4
帘子;lian2 zi
筹;chou2
筹备;chou2 bei4
筹划;chou2 hua4
筹措;chou2 cuo4
筹码;chou2 ma3
筹办;chou2 ban4
筹集;chou2 ji2
籍贯;ji2 guan4
笼子;long2 zi
笼统;long3 tong3
笼罩;long3 zhao4
米;mi3
米饭;mi3 fan4
粉;fen3
粉末;fen3 mo4
粉碎;fen3 sui4
粉丝;fen3 si1
粉色;fen3 se4
粒;li4
粗心;cu1 xin1
粗心大意;cu1 xin1 da4 yi4
粗暴;cu1 bao4
粗略;cu1 lve4
粗糙;cu1 cao1
粗鲁;cu1 lu3
粘;nian2|zhan1
粘贴;zhan1 tie1
粥;zhou1|yu4
粽子;zong4 zi
精力;jing1 li4
精妙;jing1 miao4
精密;jing1 mi4
精彩;jing1 cai3
精心;jing1 xin1
精打细算;jing1 da3 xi4 suan4
精明;jing1 ming2
精疲力竭;jing1 pi2 li4 jie2
精益求精;jing1 yi4 qiu2 jing1
精确;jing1 que4
精神;jing1 shen2|jing1 shen
精神病;jing1 shen2 bing4
精简;jing1 jian3
精细;jing1 xi4
精练;jing1 lian4
精致;jing1 zhi4
精英;jing1 ying1
精华;jing1 hua2
精通;jing1 tong1
精髓;jing1 sui3
糊涂;hu2 tu
糖;tang2
糖尿病;tang2 niao4 bing4
糖果;tang2 guo3
粪;fen4
粪便;fen4 bian4
糟糕;zao1 gao1
糟蹋;zao1 ta4
粮食;liang2 shi
系列;xi4 lie4
系统;xi4 tong3
纠正;jiu1 zheng4
纠纷;jiu1 fen1
纠缠;jiu1 chan2
纪实;ji4 shi2
纪律;ji4 lv4
纪念;ji4 nian4
纪念日;ji4 nian4 ri4
纪念碑;ji4 nian4 bei1
纪念馆;ji4 nian4 guan3
纪要;ji4 yao4
纪录;ji4 lu4
纪录片;ji4 lu4 pian4
约定俗成;yue1 ding4 su2 cheng2
约会;yue1 hui4
约束;yue1 shu4
红;hong2
红扑扑;hong2 pu1 pu1
红润;hong2 run4
红火;hong2 huo3
红灯;hong2 deng1
红眼;hong2 yan3
红薯;hong2 shu3
紊乱;wen3 luan4
纳入;na4 ru4
纳闷儿;na4 men4 r
纳税;na4 shui4
纳税人;na4 shui4 ren2
纽带;niu3 dai4
纽扣;niu3 kou4
纯朴;chun2 pu3
纯洁;chun2 jie2
纯粹;chun2 cui4
纱;sha1
级别;ji2 bie2
纷纷;fen1 fen1
素;su4
素不相识;su4 bu4 xiang1 shi2
素描;su4 miao2
素材;su4 cai2
素质;su4 zhi4
素食;su4 shi2
素养;su4 yang3
纺织;fang3 zhi1
索取;suo3 qu3
索性;suo3 xing4
索赔;suo3 pei2
紫;zi3
累;lei2|lei4|lei3
累积;lei3 ji1
累计;lei3 ji4
细微;xi4 wei1
细心;xi4 xin1
细节;xi4 jie2
细致;xi4 zhi4
细胞;xi4 bao1
细腻;xi4 ni4
细菌;xi4 jun1
绅士;shen1 shi4
终于;zhong1 yu2
终止;zhong1 zhi3
终生;zhong1 sheng1
终究;zhong1 jiu1
终结;zhong1 jie2
终身;zhong1 shen1
终点;zhong1 dian3
组;zu3
组合;zu3 he2
组建;zu3 jian4
组成;zu3 cheng2
组织;zu3 zhi1
组装;zu3 zhuang1
结;jie1|jie2
结冰;jie2 bing1
结合;jie2 he2
结婚;jie2 hun1
结实;jie1 shi2|jie1 shi
结尾;jie2 wei3
结局;jie2 ju2
结晶;jie2 jing1
结束;jie2 shu4
结果;jie1 guo3|jie2 guo3
结构;jie2 gou4
结算;jie2 suan4
结论;jie2 lun4
结识;jie2 shi2
结账;jie2 zhang4
绝对;jue2 dui4
绝技;jue2 ji4
绝招;jue2 zhao1
绝望;jue2 wang4
绝缘;jue2 yuan2
绞;jiao3
络绎不绝;luo4 yi4 bu4 jue2
给;gei3|ji3
给予;ji3 yu3
絮叨;xu4 dao
统一;tong3 yi1
统治;tong3 zhi4
统筹;tong3 chou2
统筹兼顾;tong3 chou2 jian1 gu4
统统;tong3 tong3
统计;tong3 ji4
丝;si1
丝毫;si1 hao2
丝绸;si1 chou2
绑;bang3
绑架;bang3 jia4
绣;xiu4
经;jing1
经久不息;jing1 jiu3 bu4 xi1
经典;jing1 dian3
经受;jing1 shou4
经商;jing1 shang1
经常;jing1 chang2
经度;jing1 du4
经历;jing1 li4
经济;jing1 ji4
经营;jing1 ying2
经理;jing1 li3
经纬;jing1 wei3
经费;jing1 fei4
经贸;jing1 mao4
经过;jing1 guo4
经验;jing1 yan4
综上所述;zong1 shang4 suo3 shu4
综合;zong1 he2
绿;lv4
绿地;lv4 di4
绿灯;lv4 deng1
维修;wei2 xiu1
维持;wei2 chi2
维生素;wei2 sheng1 su4
维护;wei2 hu4
纲要;gang1 yao4
纲领;gang1 ling3
网民;wang3 min2
网球;wang3 qiu2
网站;wang3 zhan4
网络;wang3 luo4
网点;wang3 dian3
绷;beng3|beng1
绽放;zhan4 fang4
绰号;chuo4 hao4
紧张;jin3 zhang1
紧急;jin3 ji2
紧接着;jin3 jie1 zhe
紧凑;jin3 cou4
紧缩;jin3 suo1
紧缺;jin3 que1
紧迫;jin3 po4
绯闻;fei1 wen2
线条;xian4 tiao2
线索;xian4 suo3
缘分;yuan2 fen4
缘故;yuan2 gu4
编剧;bian1 ju4
编写;bian1 xie3
编排;bian1 pai2
编织;bian1 zhi1
编号;bian1 hao4
编辑;bian1 ji2
编造;bian1 zao4
缓;huan3
缓和;huan3 he2
缓慢;huan3 man4
缓缓;huan3 huan3
缓解;huan3 jie3
缅怀;mian3 huai2
纬度;wei3 du4
练习;lian4 xi2
致;zhi4
县;xian4
缝;feng2|feng4
缝合;feng2 he2
缩;suo1
缩影;suo1 ying3
缩水;suo1 shui3
缩短;suo1 duan3
纵容;zong4 rong2
纵横;zong4 heng2
纵横交错;zong4 heng2 jiao1 cuo4
纵深;zong4 shen1
纵然;zong4 ran2
纵观;zong4 guan1
缕;lv3
总之;zong3 zhi1
总共;zong3 gong4
总和;zong3 he2
总是;zong3 shi4
总理;zong3 li3
总的来说;zong3 de lai2 shuo1
总算;zong3 suan4
总结;zong3 jie2
总统;zong3 tong3
总而言之;zong3 er2 yan2 zhi1
总裁;zong3 cai2
总计;zong3 ji4
总额;zong3 e2
繁忙;fan2 mang2
繁荣;fan2 rong2
繁殖;fan2 zhi2
繁华;fan2 hua2
繁重;fan2 zhong4
繁体字;fan2 ti3 zi4
绷带;beng1 dai4
绕;rao4
绕行;rao4 xing2
绳子;sheng2 zi
绘声绘色;hui4 sheng1 hui4 se4
缴;jiao3
缴纳;jiao3 na4
缴费;jiao3 fei4
继;ji4
继承;ji4 cheng2
继母;ji4 mu3
继父;ji4 fu4
继续;ji4 xu4
继而;ji4 er2
缤纷;bin1 fen1
续;xu4
缠;chan2
缠绕;chan2 rao4
纤维;xian1 wei2
缆车;lan3 che1
缸;gang1
缺乏;que1 fa2
缺口;que1 kou3
缺失;que1 shi1
缺少;que1 shao3
缺席;que1 xi2
缺陷;que1 xian4
缺点;que1 dian3
罐;guan4
罐头;guan4 tou
罕见;han3 jian4
罩;zhao4
罪犯;zui4 fan4
罪魁祸首;zui4 kui2 huo4 shou3
置;zhi4
罚款;fa2 kuan3
骂;ma4
罢休;ba4 xiu1
罢免;ba4 mian3
罢工;ba4 gong1
罗;luo2
羊肉;yang2 rou4
美中不足;mei3 zhong1 bu4 zu2
美人;mei3 ren2
美化;mei3 hua4
美味;mei3 wei4
美妙;mei3 miao4
美德;mei3 de2
美景;mei3 jing3
美滋滋;mei3 zi1 zi1
美满;mei3 man3
美术;mei3 shu4
美观;mei3 guan1
美丽;mei3 li4
羞耻;xiu1 chi3
羞愧;xiu1 kui4
群;qun2
群众;qun2 zhong4
羡慕;xian4 mu4
义务;yi4 wu4
义工;yi4 gong1
羽毛球;yu3 mao2 qiu2
羽绒服;yu3 rong2 fu2
翅膀;chi4 bang3
习俗;xi2 su2
习惯;xi2 guan4
翠绿;cui4 lv4
翘;qiao4|qiao2
翻;fan1
翻来覆去;fan1 lai2 fu4 qu4
翻天覆地;fan1 tian1 fu4 di4
翻番;fan1 fan1
翻译;fan1 yi4
翼;yi4
耀眼;yao4 yan3
老;lao3
老人家;lao3 ren2 jia1
老伴儿;lao3 ban4 r
老化;lao3 hua4
老大;lao3 da4
老婆;lao3 po2
老字号;lao3 zi4 hao4
老实;lao3 shi
老实说;lao3 shi2 shuo1
老师;lao3 shi1
老板;lao3 ban3
老汉;lao3 han4
老百姓;lao3 bai3 xing4
老虎;lao3 hu3
老远;lao3 yuan3
老鼠;lao3 shu3
考古;kao3 gu3
考察;kao3 cha2
考虑;kao3 lv4
考核;kao3 he2
考试;kao3 shi4
考量;kao3 liang2
考验;kao3 yan4
而;er2
而且;er2 qie3
而已;er2 yi3
耍;shua3
耍赖;shua3 lai4
耐;nai4
耐人寻味;nai4 ren2 xun2 wei4
耐心;nai4 xin1
耐性;nai4 xing4
耐用;nai4 yong4
耕地;geng1 di4
耗;hao4
耗时;hao4 shi2
耗费;hao4 fei4
耳光;er3 guang1
耳朵;er3 duo
耳熟能详;er3 shu2 neng2 xiang2
耳环;er3 huan2
耳目一新;er3 mu4 yi1 xin1
耳闻目睹;er3 wen2 mu4 du3
耽搁;dan1 ge
耽误;dan1 wu
耿直;geng3 zhi2
聊天;liao2 tian1
圣贤;sheng4 xian2
聘;pin4
聘任;pin4 ren4
聘用;pin4 yong4
聚会;ju4 hui4
聚精会神;ju4 jing1 hui4 shen2
聚集;ju4 ji2
闻;wen2
闻名;wen2 ming2
联系;lian2 xi4
联合;lian2 he2
联想;lian2 xiang3
联欢;lian2 huan1
联盟;lian2 meng2
联络;lian2 luo4
联网;lian2 wang3
联邦;lian2 bang1
聪明;cong1 ming
声势;sheng1 shi4
声明;sheng1 ming2
声望;sheng1 wang4
声称;sheng1 cheng1
声调;sheng1 diao4
声誉;sheng1 yu4
声音;sheng1 yin1
耸;song3
耸立;song3 li4
职位;zhi2 wei4
职务;zhi2 wu4
职员;zhi2 yuan2
职业;zhi2 ye4
职业病;zhi2 ye4 bing4
职权;zhi2 quan2
职能;zhi2 neng2
听从;ting1 cong2
听话;ting1 hua4
聋;long2
聋人;long2 ren2
聋哑;long2 ya3
肆无忌惮;si4 wu2 ji4 dan4
肇事;zhao4 shi4
肌肉;ji1 rou4
肌肤;ji1 fu1
肖像;xiao4 xiang4
肚子;du4 zi
肝脏;gan1 zang4
股份;gu3 fen4
股市;gu3 shi4
股东;gu3 dong1
股民;gu3 min2
股票;gu3 piao4
肢体;zhi1 ti3
肥料;fei2 liao4
肥沃;fei2 wo4
肥皂;fei2 zao4
肥胖;fei2 pang4
肩膀;jian1 bang3
肩负;jian1 fu4
肯定;ken3 ding4
肺;fei4
胃;wei4
胃口;wei4 kou3
背叛;bei4 pan4
背景;bei4 jing3
背诵;bei4 song4
背面;bei4 mian4
胎;tai1
胎儿;tai1 er2
胖;pan2|pang4
胚胎;pei1 tai1
胡乱;hu2 luan4
胡同;hu2 tong4
胡思乱想;hu2 si1 luan4 xiang3
胡说;hu2 shuo1
胡闹;hu2 nao4
胳膊;ge1 bo
胸;xiong1
胸怀;xiong1 huai2
胸有成竹;xiong1 you3 cheng2 zhu2
胸膛;xiong1 tang2
能;neng2
能人;neng2 ren2
能力;neng2 li4
能干;neng2 gan4
能源;neng2 yuan2
能耐;neng2 nai4
能耗;neng2 hao4
能量;neng2 liang4
脂肪;zhi1 fang2
脆弱;cui4 ruo4
脉搏;mai4 bo2
脉络;mai4 luo4
脊梁;ji3 liang|ji3 liang2
脖子;bo2 zi
脱;tuo1
脱口而出;tuo1 kou3 er2 chu1
脱颖而出;tuo1 ying3 er2 chu1
脱节;tuo1 jie2
脱落;tuo1 luo4
脱身;tuo1 shen1
脱离;tuo1 li2
胀;zhang4
脾;pi2
脾气;pi2 qi
肾;shen4
腐化;fu3 hua4
腐败;fu3 bai4
腐朽;fu3 xiu3
腐烂;fu3 lan4
腐蚀;fu3 shi2
腔;qiang1
腥;xing1
脑海;nao3 hai3
脑筋;nao3 jin1
脑袋;nao3 dai
肿瘤;zhong3 liu2
腰;yao1
脚;jue2|jiao3
腹泻;fu4 xie4
腹部;fu4 bu4
腺;xian4
腿;tui3
膜;mo2
膝盖;xi1 gai4
胶囊;jiao1 nang2
胶水;jiao1 shui3
胶片;jiao1 pian4
膨胀;peng2 zhang4
膳食;shan4 shi2
胆子;dan3 zi
胆小鬼;dan3 xiao3 gui3
胆怯;dan3 qie4
臂;bi4
脸;lian3
脸颊;lian3 jia2
腊月;la4 yue4
裸;luo3
脏;zang4|zang1
卧;wo4
卧室;wo4 shi4
临;lin2
临床;lin2 chuang2
临时;lin2 shi2
临街;lin2 jie1
临近;lin2 jin4
自主;zi4 zhu3
自以为是;zi4 yi3 wei2 shi4
自信;zi4 xin4
自信心;zi4 xin4 xin1
自力更生;zi4 li4 geng1 sheng1
自助;zi4 zhu4
自动;zi4 dong4
自卑;zi4 bei1
自如;zi4 ru2
自始至终;zi4 shi3 zhi4 zhong1
自尊;zi4 zun1
自尊心;zi4 zun1 xin1
自己;zi4 ji3
自强不息;zi4 qiang2 bu4 xi1
自从;zi4 cong2
自满;zi4 man3
自然;zi4 ran2
自然界;zi4 ran2 jie4
自然而然;zi4 ran2 er2 ran2
自理;zi4 li3
自由;zi4 you2
自由自在;zi4 you2 zi4 zai4
自发;zi4 fa1
自相矛盾;zi4 xiang1 mao2 dun4
自私;zi4 si1
自私自利;zi4 si1 zi4 li4
自称;zi4 cheng1
自立;zi4 li4
自行;zi4 xing2
自行车;zi4 xing2 che1
自卫;zi4 wei4
自觉;zi4 jue2
自豪;zi4 hao2
自负;zi4 fu4
自责;zi4 ze2
自费;zi4 fei4
自愿;zi4 yuan4
臭;xiu4|chou4
至今;zhi4 jin1
至少;zhi4 shao3
至于;zhi4 yu2
至此;zhi4 ci3
至关重要;zhi4 guan1 zhong4 yao4
致使;zhi4 shi3
致力;zhi4 li4
致命;zhi4 ming4
致富;zhi4 fu4
致敬;zhi4 jing4
致辞;zhi4 ci2
台阶;tai2 jie1
台风;tai2 feng1
舅舅;jiu4 jiu
与;yu3|yu2|yu4
与其;yu3 qi2
与否;yu3 fou3
与日俱增;yu3 ri4 ju4 zeng1
与时俱进;yu3 shi2 ju4 jin4
与此同时;yu3 ci3 tong2 shi2
与众不同;yu3 zhong4 bu4 tong2
兴奋;xing1 fen4
兴奋剂;xing1 fen4 ji4
兴建;xing1 jian4
兴旺;xing1 wang4
兴致;xing4 zhi4
兴致勃勃;xing4 zhi4 bo2 bo2
